draw_number,numbers,bonus_number,prize_info,draw_date
692,"[3, 11, 14, 15, 32, 36]",44,"[{'rank': '1등', 'winners': '16,108,915,879원', 'prize_amount': '7', 'winners_per_prize': '2301273697.00000000'}, {'rank': '2등', 'winners': '2,684,819,324원', 'prize_amount': '44', 'winners_per_prize': '61018621.00000000'}, {'rank': '3등', 'winners': '2,684,820,960원', 'prize_amount': '1,770', 'winners_per_prize': '1516848.00000000'}, {'rank': '4등', 'winners': '4,388,150,000원', 'prize_amount': '87,763', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,328,545,000원', 'prize_amount': '1,465,709', 'winners_per_prize': '5000.00000000'}]",2016년 03월 05일 추첨
693,"[1, 6, 11, 28, 34, 42]",30,"[{'rank': '1등', 'winners': '16,427,638,130원', 'prize_amount': '10', 'winners_per_prize': '1642763813.00000000'}, {'rank': '2등', 'winners': '2,737,939,688원', 'prize_amount': '43', 'winners_per_prize': '63673016.00000000'}, {'rank': '3등', 'winners': '2,737,940,256원', 'prize_amount': '1,692', 'winners_per_prize': '1618168.00000000'}, {'rank': '4등', 'winners': '4,350,850,000원', 'prize_amount': '87,017', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,422,100,000원', 'prize_amount': '1,484,420', 'winners_per_prize': '5000.00000000'}]",2016년 03월 12일 추첨
694,"[7, 15, 20, 25, 33, 43]",12,"[{'rank': '1등', 'winners': '15,550,363,880원', 'prize_amount': '10', 'winners_per_prize': '1555036388.00000000'}, {'rank': '2등', 'winners': '2,591,727,372원', 'prize_amount': '78', 'winners_per_prize': '33227274.00000000'}, {'rank': '3등', 'winners': '2,591,727,354원', 'prize_amount': '2,286', 'winners_per_prize': '1133739.00000000'}, {'rank': '4등', 'winners': '5,123,700,000원', 'prize_amount': '102,474', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,909,110,000원', 'prize_amount': '1,581,822', 'winners_per_prize': '5000.00000000'}]",2016년 03월 19일 추첨
695,"[4, 18, 26, 33, 34, 38]",14,"[{'rank': '1등', 'winners': '15,952,363,130원', 'prize_amount': '11', 'winners_per_prize': '1450214830.00000000'}, {'rank': '2등', 'winners': '2,658,727,236원', 'prize_amount': '66', 'winners_per_prize': '40283746.00000000'}, {'rank': '3등', 'winners': '2,658,729,109원', 'prize_amount': '1,979', 'winners_per_prize': '1343471.00000000'}, {'rank': '4등', 'winners': '4,771,800,000원', 'prize_amount': '95,436', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,794,425,000원', 'prize_amount': '1,558,885', 'winners_per_prize': '5000.00000000'}]",2016년 03월 26일 추첨
696,"[1, 7, 16, 18, 34, 38]",21,"[{'rank': '1등', 'winners': '16,320,544,130원', 'prize_amount': '10', 'winners_per_prize': '1632054413.00000000'}, {'rank': '2등', 'winners': '2,720,090,692원', 'prize_amount': '44', 'winners_per_prize': '61820243.00000000'}, {'rank': '3등', 'winners': '2,720,092,130원', 'prize_amount': '1,721', 'winners_per_prize': '1580530.00000000'}, {'rank': '4등', 'winners': '4,501,000,000원', 'prize_amount': '90,020', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,509,760,000원', 'prize_amount': '1,501,952', 'winners_per_prize': '5000.00000000'}]",2016년 04월 02일 추첨
697,"[2, 5, 8, 11, 33, 39]",31,"[{'rank': '1등', 'winners': '15,314,430,380원', 'prize_amount': '10', 'winners_per_prize': '1531443038.00000000'}, {'rank': '2등', 'winners': '2,552,405,130원', 'prize_amount': '90', 'winners_per_prize': '28360057.00000000'}, {'rank': '3등', 'winners': '2,552,405,620원', 'prize_amount': '1,940', 'winners_per_prize': '1315673.00000000'}, {'rank': '4등', 'winners': '4,984,900,000원', 'prize_amount': '99,698', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,078,930,000원', 'prize_amount': '1,615,786', 'winners_per_prize': '5000.00000000'}]",2016년 04월 09일 추첨
698,"[3, 11, 13, 21, 33, 37]",18,"[{'rank': '1등', 'winners': '15,368,673,000원', 'prize_amount': '8', 'winners_per_prize': '1921084125.00000000'}, {'rank': '2등', 'winners': '2,561,445,504원', 'prize_amount': '48', 'winners_per_prize': '53363448.00000000'}, {'rank': '3등', 'winners': '2,561,445,648원', 'prize_amount': '2,088', 'winners_per_prize': '1226746.00000000'}, {'rank': '4등', 'winners': '4,898,250,000원', 'prize_amount': '97,965', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,751,820,000원', 'prize_amount': '1,550,364', 'winners_per_prize': '5000.00000000'}]",2016년 04월 16일 추첨
699,"[4, 5, 8, 16, 21, 29]",3,"[{'rank': '1등', 'winners': '15,963,291,000원', 'prize_amount': '8', 'winners_per_prize': '1995411375.00000000'}, {'rank': '2등', 'winners': '2,660,548,500원', 'prize_amount': '50', 'winners_per_prize': '53210970.00000000'}, {'rank': '3등', 'winners': '2,660,550,095원', 'prize_amount': '1,799', 'winners_per_prize': '1478905.00000000'}, {'rank': '4등', 'winners': '4,525,200,000원', 'prize_amount': '90,504', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,561,985,000원', 'prize_amount': '1,512,397', 'winners_per_prize': '5000.00000000'}]",2016년 04월 23일 추첨
700,"[11, 23, 28, 29, 30, 44]",13,"[{'rank': '1등', 'winners': '16,656,793,504원', 'prize_amount': '8', 'winners_per_prize': '2082099188.00000000'}, {'rank': '2등', 'winners': '2,776,132,263원', 'prize_amount': '41', 'winners_per_prize': '67710543.00000000'}, {'rank': '3등', 'winners': '2,776,133,228원', 'prize_amount': '1,562', 'winners_per_prize': '1777294.00000000'}, {'rank': '4등', 'winners': '4,143,700,000원', 'prize_amount': '82,874', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,070,380,000원', 'prize_amount': '1,414,076', 'winners_per_prize': '5000.00000000'}]",2016년 04월 30일 추첨
701,"[3, 10, 14, 16, 36, 38]",35,"[{'rank': '1등', 'winners': '15,831,831,750원', 'prize_amount': '10', 'winners_per_prize': '1583183175.00000000'}, {'rank': '2등', 'winners': '2,638,638,640원', 'prize_amount': '40', 'winners_per_prize': '65965966.00000000'}, {'rank': '3등', 'winners': '2,638,639,500원', 'prize_amount': '1,659', 'winners_per_prize': '1590500.00000000'}, {'rank': '4등', 'winners': '4,095,850,000원', 'prize_amount': '81,917', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,022,110,000원', 'prize_amount': '1,404,422', 'winners_per_prize': '5000.00000000'}]",2016년 05월 07일 추첨
702,"[3, 13, 16, 24, 26, 29]",9,"[{'rank': '1등', 'winners': '16,116,005,257원', 'prize_amount': '11', 'winners_per_prize': '1465091387.00000000'}, {'rank': '2등', 'winners': '2,686,000,904원', 'prize_amount': '46', 'winners_per_prize': '58391324.00000000'}, {'rank': '3등', 'winners': '2,686,000,884원', 'prize_amount': '1,819', 'winners_per_prize': '1476636.00000000'}, {'rank': '4등', 'winners': '4,402,150,000원', 'prize_amount': '88,043', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,219,770,000원', 'prize_amount': '1,443,954', 'winners_per_prize': '5000.00000000'}]",2016년 05월 14일 추첨
703,"[10, 28, 31, 33, 41, 44]",21,"[{'rank': '1등', 'winners': '16,178,920,500원', 'prize_amount': '5', 'winners_per_prize': '3235784100.00000000'}, {'rank': '2등', 'winners': '2,696,486,790원', 'prize_amount': '51', 'winners_per_prize': '52872290.00000000'}, {'rank': '3등', 'winners': '2,696,487,003원', 'prize_amount': '1,719', 'winners_per_prize': '1568637.00000000'}, {'rank': '4등', 'winners': '4,209,700,000원', 'prize_amount': '84,194', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,082,900,000원', 'prize_amount': '1,416,580', 'winners_per_prize': '5000.00000000'}]",2016년 05월 21일 추첨
704,"[1, 4, 8, 23, 33, 42]",45,"[{'rank': '1등', 'winners': '15,460,761,376원', 'prize_amount': '4', 'winners_per_prize': '3865190344.00000000'}, {'rank': '2등', 'winners': '2,576,793,565원', 'prize_amount': '47', 'winners_per_prize': '54825395.00000000'}, {'rank': '3등', 'winners': '2,576,793,828원', 'prize_amount': '1,906', 'winners_per_prize': '1351938.00000000'}, {'rank': '4등', 'winners': '4,751,050,000원', 'prize_amount': '95,021', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,599,660,000원', 'prize_amount': '1,519,932', 'winners_per_prize': '5000.00000000'}]",2016년 05월 28일 추첨
705,"[1, 6, 17, 22, 28, 45]",23,"[{'rank': '1등', 'winners': '15,948,826,128원', 'prize_amount': '4', 'winners_per_prize': '3987206532.00000000'}, {'rank': '2등', 'winners': '2,658,137,692원', 'prize_amount': '49', 'winners_per_prize': '54247708.00000000'}, {'rank': '3등', 'winners': '2,658,138,665원', 'prize_amount': '1,805', 'winners_per_prize': '1472653.00000000'}, {'rank': '4등', 'winners': '4,396,550,000원', 'prize_amount': '87,931', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,268,270,000원', 'prize_amount': '1,453,654', 'winners_per_prize': '5000.00000000'}]",2016년 06월 04일 추첨
706,"[3, 4, 6, 10, 28, 30]",37,"[{'rank': '1등', 'winners': '15,326,984,252원', 'prize_amount': '4', 'winners_per_prize': '3831746063.00000000'}, {'rank': '2등', 'winners': '2,554,497,384원', 'prize_amount': '51', 'winners_per_prize': '50088184.00000000'}, {'rank': '3등', 'winners': '2,554,497,588원', 'prize_amount': '2,108', 'winners_per_prize': '1211811.00000000'}, {'rank': '4등', 'winners': '4,768,800,000원', 'prize_amount': '95,376', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,656,965,000원', 'prize_amount': '1,531,393', 'winners_per_prize': '5000.00000000'}]",2016년 06월 11일 추첨
707,"[2, 12, 19, 24, 39, 44]",35,"[{'rank': '1등', 'winners': '15,866,007,756원', 'prize_amount': '12', 'winners_per_prize': '1322167313.00000000'}, {'rank': '2등', 'winners': '2,644,334,648원', 'prize_amount': '74', 'winners_per_prize': '35734252.00000000'}, {'rank': '3등', 'winners': '2,644,335,278원', 'prize_amount': '2,006', 'winners_per_prize': '1318213.00000000'}, {'rank': '4등', 'winners': '4,714,050,000원', 'prize_amount': '94,281', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,538,235,000원', 'prize_amount': '1,507,647', 'winners_per_prize': '5000.00000000'}]",2016년 06월 18일 추첨
708,"[2, 10, 16, 19, 34, 45]",1,"[{'rank': '1등', 'winners': '16,398,208,876원', 'prize_amount': '4', 'winners_per_prize': '4099552219.00000000'}, {'rank': '2등', 'winners': '2,733,034,824원', 'prize_amount': '52', 'winners_per_prize': '52558362.00000000'}, {'rank': '3등', 'winners': '2,733,035,088원', 'prize_amount': '1,712', 'winners_per_prize': '1596399.00000000'}, {'rank': '4등', 'winners': '4,304,550,000원', 'prize_amount': '86,091', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,234,325,000원', 'prize_amount': '1,446,865', 'winners_per_prize': '5000.00000000'}]",2016년 06월 25일 추첨
709,"[10, 18, 30, 36, 39, 44]",32,"[{'rank': '1등', 'winners': '16,313,802,750원', 'prize_amount': '14', 'winners_per_prize': '1165271625.00000000'}, {'rank': '2등', 'winners': '2,718,967,152원', 'prize_amount': '44', 'winners_per_prize': '61794708.00000000'}, {'rank': '3등', 'winners': '2,718,967,840원', 'prize_amount': '1,696', 'winners_per_prize': '1603165.00000000'}, {'rank': '4등', 'winners': '4,115,250,000원', 'prize_amount': '82,305', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,929,265,000원', 'prize_amount': '1,385,853', 'winners_per_prize': '5000.00000000'}]",2016년 07월 02일 추첨
710,"[3, 4, 9, 24, 25, 33]",10,"[{'rank': '1등', 'winners': '14,477,205,750원', 'prize_amount': '5', 'winners_per_prize': '2895441150.00000000'}, {'rank': '2등', 'winners': '2,412,867,627원', 'prize_amount': '57', 'winners_per_prize': '42331011.00000000'}, {'rank': '3등', 'winners': '2,412,869,030원', 'prize_amount': '1,990', 'winners_per_prize': '1212497.00000000'}, {'rank': '4등', 'winners': '5,102,900,000원', 'prize_amount': '102,058', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,136,145,000원', 'prize_amount': '1,627,229', 'winners_per_prize': '5000.00000000'}]",2016년 07월 09일 추첨
711,"[11, 15, 24, 35, 37, 45]",42,"[{'rank': '1등', 'winners': '15,941,893,506원', 'prize_amount': '7', 'winners_per_prize': '2277413358.00000000'}, {'rank': '2등', 'winners': '2,656,982,284원', 'prize_amount': '44', 'winners_per_prize': '60385961.00000000'}, {'rank': '3등', 'winners': '2,656,983,440원', 'prize_amount': '1,865', 'winners_per_prize': '1424656.00000000'}, {'rank': '4등', 'winners': '4,494,900,000원', 'prize_amount': '89,898', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,325,615,000원', 'prize_amount': '1,465,123', 'winners_per_prize': '5000.00000000'}]",2016년 07월 16일 추첨
712,"[17, 20, 30, 31, 33, 45]",19,"[{'rank': '1등', 'winners': '16,137,940,500원', 'prize_amount': '4', 'winners_per_prize': '4034485125.00000000'}, {'rank': '2등', 'winners': '2,689,656,780원', 'prize_amount': '47', 'winners_per_prize': '57226740.00000000'}, {'rank': '3등', 'winners': '2,689,657,432원', 'prize_amount': '1,727', 'winners_per_prize': '1557416.00000000'}, {'rank': '4등', 'winners': '4,303,300,000원', 'prize_amount': '86,066', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,247,605,000원', 'prize_amount': '1,449,521', 'winners_per_prize': '5000.00000000'}]",2016년 07월 23일 추첨
713,"[2, 5, 15, 18, 19, 23]",44,"[{'rank': '1등', 'winners': '15,432,488,253원', 'prize_amount': '9', 'winners_per_prize': '1714720917.00000000'}, {'rank': '2등', 'winners': '2,572,081,400원', 'prize_amount': '50', 'winners_per_prize': '51441628.00000000'}, {'rank': '3등', 'winners': '2,572,081,965원', 'prize_amount': '1,791', 'winners_per_prize': '1436115.00000000'}, {'rank': '4등', 'winners': '4,396,000,000원', 'prize_amount': '87,920', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,350,625,000원', 'prize_amount': '1,470,125', 'winners_per_prize': '5000.00000000'}]",2016년 07월 30일 추첨
714,"[1, 7, 22, 33, 37, 40]",20,"[{'rank': '1등', 'winners': '14,595,922,131원', 'prize_amount': '7', 'winners_per_prize': '2085131733.00000000'}, {'rank': '2등', 'winners': '2,432,653,696원', 'prize_amount': '46', 'winners_per_prize': '52883776.00000000'}, {'rank': '3등', 'winners': '2,432,655,347원', 'prize_amount': '2,029', 'winners_per_prize': '1198943.00000000'}, {'rank': '4등', 'winners': '4,828,800,000원', 'prize_amount': '96,576', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,759,965,000원', 'prize_amount': '1,551,993', 'winners_per_prize': '5000.00000000'}]",2016년 08월 06일 추첨
715,"[2, 7, 27, 33, 41, 44]",10,"[{'rank': '1등', 'winners': '15,633,062,628원', 'prize_amount': '6', 'winners_per_prize': '2605510438.00000000'}, {'rank': '2등', 'winners': '2,605,510,446원', 'prize_amount': '61', 'winners_per_prize': '42713286.00000000'}, {'rank': '3등', 'winners': '2,605,511,570원', 'prize_amount': '1,873', 'winners_per_prize': '1391090.00000000'}, {'rank': '4등', 'winners': '4,537,350,000원', 'prize_amount': '90,747', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,515,870,000원', 'prize_amount': '1,503,174', 'winners_per_prize': '5000.00000000'}]",2016년 08월 13일 추첨
716,"[2, 6, 13, 16, 29, 30]",21,"[{'rank': '1등', 'winners': '16,305,025,884원', 'prize_amount': '12', 'winners_per_prize': '1358752157.00000000'}, {'rank': '2등', 'winners': '2,717,504,335원', 'prize_amount': '35', 'winners_per_prize': '77642981.00000000'}, {'rank': '3등', 'winners': '2,717,504,328원', 'prize_amount': '1,743', 'winners_per_prize': '1559096.00000000'}, {'rank': '4등', 'winners': '4,431,400,000원', 'prize_amount': '88,628', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,348,650,000원', 'prize_amount': '1,469,730', 'winners_per_prize': '5000.00000000'}]",2016년 08월 20일 추첨
717,"[2, 11, 19, 25, 28, 32]",44,"[{'rank': '1등', 'winners': '16,214,602,128원', 'prize_amount': '6', 'winners_per_prize': '2702433688.00000000'}, {'rank': '2등', 'winners': '2,702,433,730원', 'prize_amount': '47', 'winners_per_prize': '57498590.00000000'}, {'rank': '3등', 'winners': '2,702,435,610원', 'prize_amount': '1,974', 'winners_per_prize': '1369015.00000000'}, {'rank': '4등', 'winners': '4,841,800,000원', 'prize_amount': '96,836', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,837,650,000원', 'prize_amount': '1,567,530', 'winners_per_prize': '5000.00000000'}]",2016년 08월 27일 추첨
718,"[4, 11, 20, 23, 32, 39]",40,"[{'rank': '1등', 'winners': '15,744,829,888원', 'prize_amount': '17', 'winners_per_prize': '926166464.00000000'}, {'rank': '2등', 'winners': '2,624,138,368원', 'prize_amount': '64', 'winners_per_prize': '41002162.00000000'}, {'rank': '3등', 'winners': '2,624,139,088원', 'prize_amount': '2,404', 'winners_per_prize': '1091572.00000000'}, {'rank': '4등', 'winners': '5,730,700,000원', 'prize_amount': '114,614', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,976,575,000원', 'prize_amount': '1,595,315', 'winners_per_prize': '5000.00000000'}]",2016년 09월 03일 추첨
719,"[4, 8, 13, 19, 20, 43]",26,"[{'rank': '1등', 'winners': '16,916,232,006원', 'prize_amount': '9', 'winners_per_prize': '1879581334.00000000'}, {'rank': '2등', 'winners': '2,819,372,054원', 'prize_amount': '58', 'winners_per_prize': '48609863.00000000'}, {'rank': '3등', 'winners': '2,819,372,580원', 'prize_amount': '2,020', 'winners_per_prize': '1395729.00000000'}, {'rank': '4등', 'winners': '4,995,300,000원', 'prize_amount': '99,906', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,138,920,000원', 'prize_amount': '1,627,784', 'winners_per_prize': '5000.00000000'}]",2016년 09월 10일 추첨
720,"[1, 12, 29, 34, 36, 37]",41,"[{'rank': '1등', 'winners': '17,272,785,012원', 'prize_amount': '14', 'winners_per_prize': '1233770358.00000000'}, {'rank': '2등', 'winners': '2,878,797,506원', 'prize_amount': '37', 'winners_per_prize': '77805338.00000000'}, {'rank': '3등', 'winners': '2,878,798,916원', 'prize_amount': '1,778', 'winners_per_prize': '1619122.00000000'}, {'rank': '4등', 'winners': '4,413,000,000원', 'prize_amount': '88,260', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,526,165,000원', 'prize_amount': '1,505,233', 'winners_per_prize': '5000.00000000'}]",2016년 09월 17일 추첨
