draw_number,numbers,bonus_number,prize_info,draw_date
650,"[3, 4, 7, 11, 31, 41]",35,"[{'rank': '1등', 'winners': '14,246,494,500원', 'prize_amount': '5', 'winners_per_prize': '2849298900.00000000'}, {'rank': '2등', 'winners': '2,374,415,775원', 'prize_amount': '45', 'winners_per_prize': '52764795.00000000'}, {'rank': '3등', 'winners': '2,374,417,160원', 'prize_amount': '1,814', 'winners_per_prize': '1308940.00000000'}, {'rank': '4등', 'winners': '4,351,500,000원', 'prize_amount': '87,030', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,148,715,000원', 'prize_amount': '1,429,743', 'winners_per_prize': '5000.00000000'}]",2015년 05월 16일 추첨
651,"[11, 12, 16, 26, 29, 44]",18,"[{'rank': '1등', 'winners': '14,842,451,632원', 'prize_amount': '8', 'winners_per_prize': '1855306454.00000000'}, {'rank': '2등', 'winners': '2,473,741,970원', 'prize_amount': '35', 'winners_per_prize': '70678342.00000000'}, {'rank': '3등', 'winners': '2,473,742,112원', 'prize_amount': '1,684', 'winners_per_prize': '1468968.00000000'}, {'rank': '4등', 'winners': '4,128,350,000원', 'prize_amount': '82,567', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,829,160,000원', 'prize_amount': '1,365,832', 'winners_per_prize': '5000.00000000'}]",2015년 05월 23일 추첨
652,"[3, 13, 15, 40, 41, 44]",20,"[{'rank': '1등', 'winners': '15,017,417,625원', 'prize_amount': '5', 'winners_per_prize': '3003483525.00000000'}, {'rank': '2등', 'winners': '2,502,902,952원', 'prize_amount': '36', 'winners_per_prize': '69525082.00000000'}, {'rank': '3등', 'winners': '2,502,904,160원', 'prize_amount': '1,504', 'winners_per_prize': '1664165.00000000'}, {'rank': '4등', 'winners': '3,786,950,000원', 'prize_amount': '75,739', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,403,315,000원', 'prize_amount': '1,280,663', 'winners_per_prize': '5000.00000000'}]",2015년 05월 30일 추첨
653,"[5, 6, 26, 27, 38, 39]",1,"[{'rank': '1등', 'winners': '13,733,421,380원', 'prize_amount': '14', 'winners_per_prize': '980958670.00000000'}, {'rank': '2등', 'winners': '2,288,903,568원', 'prize_amount': '56', 'winners_per_prize': '40873278.00000000'}, {'rank': '3등', 'winners': '2,288,905,484원', 'prize_amount': '1,997', 'winners_per_prize': '1146172.00000000'}, {'rank': '4등', 'winners': '4,449,750,000원', 'prize_amount': '88,995', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,097,040,000원', 'prize_amount': '1,419,408', 'winners_per_prize': '5000.00000000'}]",2015년 06월 06일 추첨
654,"[16, 21, 26, 31, 36, 43]",6,"[{'rank': '1등', 'winners': '15,034,411,128원', 'prize_amount': '8', 'winners_per_prize': '1879301391.00000000'}, {'rank': '2등', 'winners': '2,505,735,207원', 'prize_amount': '69', 'winners_per_prize': '36315003.00000000'}, {'rank': '3등', 'winners': '2,505,736,761원', 'prize_amount': '1,787', 'winners_per_prize': '1402203.00000000'}, {'rank': '4등', 'winners': '3,889,400,000원', 'prize_amount': '77,788', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,413,625,000원', 'prize_amount': '1,282,725', 'winners_per_prize': '5000.00000000'}]",2015년 06월 13일 추첨
655,"[7, 37, 38, 39, 40, 44]",18,"[{'rank': '1등', 'winners': '14,952,956,625원', 'prize_amount': '9', 'winners_per_prize': '1661439625.00000000'}, {'rank': '2등', 'winners': '2,492,159,457원', 'prize_amount': '41', 'winners_per_prize': '60784377.00000000'}, {'rank': '3등', 'winners': '2,492,160,860원', 'prize_amount': '1,610', 'winners_per_prize': '1547926.00000000'}, {'rank': '4등', 'winners': '3,871,850,000원', 'prize_amount': '77,437', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,408,275,000원', 'prize_amount': '1,281,655', 'winners_per_prize': '5000.00000000'}]",2015년 06월 20일 추첨
656,"[3, 7, 14, 16, 31, 40]",39,"[{'rank': '1등', 'winners': '14,660,005,500원', 'prize_amount': '2', 'winners_per_prize': '7330002750.00000000'}, {'rank': '2등', 'winners': '2,443,334,256원', 'prize_amount': '48', 'winners_per_prize': '50902797.00000000'}, {'rank': '3등', 'winners': '2,443,334,983원', 'prize_amount': '1,747', 'winners_per_prize': '1398589.00000000'}, {'rank': '4등', 'winners': '4,188,600,000원', 'prize_amount': '83,772', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,928,785,000원', 'prize_amount': '1,385,757', 'winners_per_prize': '5000.00000000'}]",2015년 06월 27일 추첨
657,"[10, 14, 19, 39, 40, 43]",23,"[{'rank': '1등', 'winners': '15,252,865,128원', 'prize_amount': '9', 'winners_per_prize': '1694762792.00000000'}, {'rank': '2등', 'winners': '2,542,144,228원', 'prize_amount': '52', 'winners_per_prize': '48887389.00000000'}, {'rank': '3등', 'winners': '2,542,145,628원', 'prize_amount': '1,562', 'winners_per_prize': '1627494.00000000'}, {'rank': '4등', 'winners': '3,919,800,000원', 'prize_amount': '78,396', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,627,965,000원', 'prize_amount': '1,325,593', 'winners_per_prize': '5000.00000000'}]",2015년 07월 04일 추첨
658,"[8, 19, 25, 28, 32, 36]",37,"[{'rank': '1등', 'winners': '14,706,282,375원', 'prize_amount': '9', 'winners_per_prize': '1634031375.00000000'}, {'rank': '2등', 'winners': '2,451,047,082원', 'prize_amount': '38', 'winners_per_prize': '64501239.00000000'}, {'rank': '3등', 'winners': '2,451,047,888원', 'prize_amount': '1,678', 'winners_per_prize': '1460696.00000000'}, {'rank': '4등', 'winners': '4,136,900,000원', 'prize_amount': '82,738', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,820,345,000원', 'prize_amount': '1,364,069', 'winners_per_prize': '5000.00000000'}]",2015년 07월 11일 추첨
659,"[7, 18, 19, 27, 29, 42]",45,"[{'rank': '1등', 'winners': '14,702,646,376원', 'prize_amount': '11', 'winners_per_prize': '1336604216.00000000'}, {'rank': '2등', 'winners': '2,450,441,080원', 'prize_amount': '40', 'winners_per_prize': '61261027.00000000'}, {'rank': '3등', 'winners': '2,450,441,280원', 'prize_amount': '1,765', 'winners_per_prize': '1388352.00000000'}, {'rank': '4등', 'winners': '4,251,400,000원', 'prize_amount': '85,028', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,983,945,000원', 'prize_amount': '1,396,789', 'winners_per_prize': '5000.00000000'}]",2015년 07월 18일 추첨
660,"[4, 9, 23, 33, 39, 44]",14,"[{'rank': '1등', 'winners': '14,212,725,750원', 'prize_amount': '10', 'winners_per_prize': '1421272575.00000000'}, {'rank': '2등', 'winners': '2,368,787,664원', 'prize_amount': '48', 'winners_per_prize': '49349743.00000000'}, {'rank': '3등', 'winners': '2,368,789,091원', 'prize_amount': '1,951', 'winners_per_prize': '1214141.00000000'}, {'rank': '4등', 'winners': '4,412,350,000원', 'prize_amount': '88,247', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,044,010,000원', 'prize_amount': '1,408,802', 'winners_per_prize': '5000.00000000'}]",2015년 07월 25일 추첨
661,"[2, 3, 12, 20, 27, 38]",40,"[{'rank': '1등', 'winners': '13,704,204,376원', 'prize_amount': '8', 'winners_per_prize': '1713025547.00000000'}, {'rank': '2등', 'winners': '2,284,034,067원', 'prize_amount': '63', 'winners_per_prize': '36254509.00000000'}, {'rank': '3등', 'winners': '2,284,035,810원', 'prize_amount': '1,830', 'winners_per_prize': '1248107.00000000'}, {'rank': '4등', 'winners': '4,392,000,000원', 'prize_amount': '87,840', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,134,415,000원', 'prize_amount': '1,426,883', 'winners_per_prize': '5000.00000000'}]",2015년 08월 01일 추첨
662,"[5, 6, 9, 11, 15, 37]",26,"[{'rank': '1등', 'winners': '13,517,869,504원', 'prize_amount': '8', 'winners_per_prize': '1689733688.00000000'}, {'rank': '2등', 'winners': '2,252,978,292원', 'prize_amount': '43', 'winners_per_prize': '52394844.00000000'}, {'rank': '3등', 'winners': '2,252,979,907원', 'prize_amount': '1,787', 'winners_per_prize': '1260761.00000000'}, {'rank': '4등', 'winners': '4,424,650,000원', 'prize_amount': '88,493', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,133,795,000원', 'prize_amount': '1,426,759', 'winners_per_prize': '5000.00000000'}]",2015년 08월 08일 추첨
663,"[3, 5, 8, 19, 38, 42]",20,"[{'rank': '1등', 'winners': '14,561,709,001원', 'prize_amount': '7', 'winners_per_prize': '2080244143.00000000'}, {'rank': '2등', 'winners': '2,426,951,520원', 'prize_amount': '60', 'winners_per_prize': '40449192.00000000'}, {'rank': '3등', 'winners': '2,426,951,971원', 'prize_amount': '1,627', 'winners_per_prize': '1491673.00000000'}, {'rank': '4등', 'winners': '4,204,600,000원', 'prize_amount': '84,092', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,930,140,000원', 'prize_amount': '1,386,028', 'winners_per_prize': '5000.00000000'}]",2015년 08월 15일 추첨
664,"[10, 20, 33, 36, 41, 44]",5,"[{'rank': '1등', 'winners': '15,368,013,380원', 'prize_amount': '10', 'winners_per_prize': '1536801338.00000000'}, {'rank': '2등', 'winners': '2,561,335,568원', 'prize_amount': '44', 'winners_per_prize': '58212172.00000000'}, {'rank': '3등', 'winners': '2,561,336,280원', 'prize_amount': '1,530', 'winners_per_prize': '1674076.00000000'}, {'rank': '4등', 'winners': '3,869,750,000원', 'prize_amount': '77,395', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,600,410,000원', 'prize_amount': '1,320,082', 'winners_per_prize': '5000.00000000'}]",2015년 08월 22일 추첨
665,"[5, 6, 11, 17, 38, 44]",13,"[{'rank': '1등', 'winners': '14,572,921,500원', 'prize_amount': '4', 'winners_per_prize': '3643230375.00000000'}, {'rank': '2등', 'winners': '2,428,820,250원', 'prize_amount': '30', 'winners_per_prize': '80960675.00000000'}, {'rank': '3등', 'winners': '2,428,820,570원', 'prize_amount': '1,790', 'winners_per_prize': '1356883.00000000'}, {'rank': '4등', 'winners': '4,361,350,000원', 'prize_amount': '87,227', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,151,025,000원', 'prize_amount': '1,430,205', 'winners_per_prize': '5000.00000000'}]",2015년 08월 29일 추첨
666,"[2, 4, 6, 11, 17, 28]",16,"[{'rank': '1등', 'winners': '14,381,406,378원', 'prize_amount': '6', 'winners_per_prize': '2396901063.00000000'}, {'rank': '2등', 'winners': '2,396,901,065원', 'prize_amount': '47', 'winners_per_prize': '50997895.00000000'}, {'rank': '3등', 'winners': '2,396,901,078원', 'prize_amount': '1,947', 'winners_per_prize': '1231074.00000000'}, {'rank': '4등', 'winners': '4,681,550,000원', 'prize_amount': '93,631', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,469,700,000원', 'prize_amount': '1,493,940', 'winners_per_prize': '5000.00000000'}]",2015년 09월 05일 추첨
667,"[15, 17, 25, 37, 42, 43]",13,"[{'rank': '1등', 'winners': '15,601,350,751원', 'prize_amount': '7', 'winners_per_prize': '2228764393.00000000'}, {'rank': '2등', 'winners': '2,600,225,160원', 'prize_amount': '40', 'winners_per_prize': '65005629.00000000'}, {'rank': '3등', 'winners': '2,600,226,568원', 'prize_amount': '1,543', 'winners_per_prize': '1685176.00000000'}, {'rank': '4등', 'winners': '4,067,200,000원', 'prize_amount': '81,344', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,841,815,000원', 'prize_amount': '1,368,363', 'winners_per_prize': '5000.00000000'}]",2015년 09월 12일 추첨
668,"[12, 14, 15, 24, 27, 32]",3,"[{'rank': '1등', 'winners': '14,955,793,125원', 'prize_amount': '5', 'winners_per_prize': '2991158625.00000000'}, {'rank': '2등', 'winners': '2,492,632,240원', 'prize_amount': '56', 'winners_per_prize': '44511290.00000000'}, {'rank': '3등', 'winners': '2,492,633,352원', 'prize_amount': '1,873', 'winners_per_prize': '1330824.00000000'}, {'rank': '4등', 'winners': '4,470,700,000원', 'prize_amount': '89,414', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,261,445,000원', 'prize_amount': '1,452,289', 'winners_per_prize': '5000.00000000'}]",2015년 09월 19일 추첨
669,"[7, 8, 20, 29, 33, 38]",9,"[{'rank': '1등', 'winners': '16,249,039,128원', 'prize_amount': '6', 'winners_per_prize': '2708173188.00000000'}, {'rank': '2등', 'winners': '2,708,173,208원', 'prize_amount': '52', 'winners_per_prize': '52080254.00000000'}, {'rank': '3등', 'winners': '2,708,174,480원', 'prize_amount': '1,949', 'winners_per_prize': '1389520.00000000'}, {'rank': '4등', 'winners': '4,653,900,000원', 'prize_amount': '93,078', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,656,820,000원', 'prize_amount': '1,531,364', 'winners_per_prize': '5000.00000000'}]",2015년 09월 26일 추첨
670,"[11, 18, 26, 27, 40, 41]",25,"[{'rank': '1등', 'winners': '14,300,702,628원', 'prize_amount': '12', 'winners_per_prize': '1191725219.00000000'}, {'rank': '2등', 'winners': '2,383,450,446원', 'prize_amount': '39', 'winners_per_prize': '61114114.00000000'}, {'rank': '3등', 'winners': '2,383,451,070원', 'prize_amount': '2,145', 'winners_per_prize': '1111166.00000000'}, {'rank': '4등', 'winners': '4,634,000,000원', 'prize_amount': '92,680', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,419,740,000원', 'prize_amount': '1,483,948', 'winners_per_prize': '5000.00000000'}]",2015년 10월 03일 추첨
671,"[7, 9, 10, 13, 31, 35]",24,"[{'rank': '1등', 'winners': '14,889,291,376원', 'prize_amount': '4', 'winners_per_prize': '3722322844.00000000'}, {'rank': '2등', 'winners': '2,481,548,592원', 'prize_amount': '48', 'winners_per_prize': '51698929.00000000'}, {'rank': '3등', 'winners': '2,481,549,266원', 'prize_amount': '1,778', 'winners_per_prize': '1395697.00000000'}, {'rank': '4등', 'winners': '4,518,200,000원', 'prize_amount': '90,364', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,599,815,000원', 'prize_amount': '1,519,963', 'winners_per_prize': '5000.00000000'}]",2015년 10월 10일 추첨
672,"[8, 21, 28, 31, 36, 45]",43,"[{'rank': '1등', 'winners': '15,792,705,000원', 'prize_amount': '9', 'winners_per_prize': '1754745000.00000000'}, {'rank': '2등', 'winners': '2,632,117,516원', 'prize_amount': '46', 'winners_per_prize': '57219946.00000000'}, {'rank': '3등', 'winners': '2,632,118,652원', 'prize_amount': '1,629', 'winners_per_prize': '1615788.00000000'}, {'rank': '4등', 'winners': '4,008,350,000원', 'prize_amount': '80,167', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,705,875,000원', 'prize_amount': '1,341,175', 'winners_per_prize': '5000.00000000'}]",2015년 10월 17일 추첨
673,"[7, 10, 17, 29, 33, 44]",5,"[{'rank': '1등', 'winners': '14,914,533,000원', 'prize_amount': '10', 'winners_per_prize': '1491453300.00000000'}, {'rank': '2등', 'winners': '2,485,755,510원', 'prize_amount': '35', 'winners_per_prize': '71021586.00000000'}, {'rank': '3등', 'winners': '2,485,755,840원', 'prize_amount': '1,864', 'winners_per_prize': '1333560.00000000'}, {'rank': '4등', 'winners': '4,441,900,000원', 'prize_amount': '88,838', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,253,845,000원', 'prize_amount': '1,450,769', 'winners_per_prize': '5000.00000000'}]",2015년 10월 24일 추첨
674,"[9, 10, 14, 25, 27, 31]",11,"[{'rank': '1등', 'winners': '14,164,524,000원', 'prize_amount': '8', 'winners_per_prize': '1770565500.00000000'}, {'rank': '2등', 'winners': '2,360,754,000원', 'prize_amount': '48', 'winners_per_prize': '49182375.00000000'}, {'rank': '3등', 'winners': '2,360,755,254원', 'prize_amount': '1,846', 'winners_per_prize': '1278849.00000000'}, {'rank': '4등', 'winners': '4,482,300,000원', 'prize_amount': '89,646', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,325,155,000원', 'prize_amount': '1,465,031', 'winners_per_prize': '5000.00000000'}]",2015년 10월 31일 추첨
675,"[1, 8, 11, 15, 18, 45]",7,"[{'rank': '1등', 'winners': '14,058,196,128원', 'prize_amount': '4', 'winners_per_prize': '3514549032.00000000'}, {'rank': '2등', 'winners': '2,343,032,705원', 'prize_amount': '65', 'winners_per_prize': '36046657.00000000'}, {'rank': '3등', 'winners': '2,343,033,966원', 'prize_amount': '1,806', 'winners_per_prize': '1297361.00000000'}, {'rank': '4등', 'winners': '4,405,900,000원', 'prize_amount': '88,118', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,079,150,000원', 'prize_amount': '1,415,830', 'winners_per_prize': '5000.00000000'}]",2015년 11월 07일 추첨
676,"[1, 8, 17, 34, 39, 45]",27,"[{'rank': '1등', 'winners': '15,037,812,000원', 'prize_amount': '8', 'winners_per_prize': '1879726500.00000000'}, {'rank': '2등', 'winners': '2,506,302,036원', 'prize_amount': '63', 'winners_per_prize': '39782572.00000000'}, {'rank': '3등', 'winners': '2,506,302,855원', 'prize_amount': '1,665', 'winners_per_prize': '1505287.00000000'}, {'rank': '4등', 'winners': '4,163,800,000원', 'prize_amount': '83,276', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,859,605,000원', 'prize_amount': '1,371,921', 'winners_per_prize': '5000.00000000'}]",2015년 11월 14일 추첨
677,"[12, 15, 24, 36, 41, 44]",42,"[{'rank': '1등', 'winners': '15,368,915,256원', 'prize_amount': '8', 'winners_per_prize': '1921114407.00000000'}, {'rank': '2등', 'winners': '2,561,485,876원', 'prize_amount': '37', 'winners_per_prize': '69229348.00000000'}, {'rank': '3등', 'winners': '2,561,486,571원', 'prize_amount': '1,701', 'winners_per_prize': '1505871.00000000'}, {'rank': '4등', 'winners': '3,991,350,000원', 'prize_amount': '79,827', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,650,575,000원', 'prize_amount': '1,330,115', 'winners_per_prize': '5000.00000000'}]",2015년 11월 21일 추첨
678,"[4, 5, 6, 12, 25, 37]",45,"[{'rank': '1등', 'winners': '13,730,941,128원', 'prize_amount': '6', 'winners_per_prize': '2288490188.00000000'}, {'rank': '2등', 'winners': '2,288,490,194원', 'prize_amount': '41', 'winners_per_prize': '55816834.00000000'}, {'rank': '3등', 'winners': '2,288,491,240원', 'prize_amount': '1,855', 'winners_per_prize': '1233688.00000000'}, {'rank': '4등', 'winners': '4,665,250,000원', 'prize_amount': '93,305', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,470,475,000원', 'prize_amount': '1,494,095', 'winners_per_prize': '5000.00000000'}]",2015년 11월 28일 추첨
679,"[3, 5, 7, 14, 26, 34]",35,"[{'rank': '1등', 'winners': '14,315,028,000원', 'prize_amount': '5', 'winners_per_prize': '2863005600.00000000'}, {'rank': '2등', 'winners': '2,385,838,044원', 'prize_amount': '54', 'winners_per_prize': '44182186.00000000'}, {'rank': '3등', 'winners': '2,385,839,050원', 'prize_amount': '1,829', 'winners_per_prize': '1304450.00000000'}, {'rank': '4등', 'winners': '4,558,550,000원', 'prize_amount': '91,171', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,465,205,000원', 'prize_amount': '1,493,041', 'winners_per_prize': '5000.00000000'}]",2015년 12월 05일 추첨
680,"[4, 10, 19, 29, 32, 42]",30,"[{'rank': '1등', 'winners': '15,547,987,882원', 'prize_amount': '14', 'winners_per_prize': '1110570563.00000000'}, {'rank': '2등', 'winners': '2,591,331,336원', 'prize_amount': '44', 'winners_per_prize': '58893894.00000000'}, {'rank': '3등', 'winners': '2,591,331,930원', 'prize_amount': '1,870', 'winners_per_prize': '1385739.00000000'}, {'rank': '4등', 'winners': '4,322,050,000원', 'prize_amount': '86,441', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,069,900,000원', 'prize_amount': '1,413,980', 'winners_per_prize': '5000.00000000'}]",2015년 12월 12일 추첨
681,"[21, 24, 27, 29, 43, 44]",7,"[{'rank': '1등', 'winners': '16,177,973,628원', 'prize_amount': '6', 'winners_per_prize': '2696328938.00000000'}, {'rank': '2등', 'winners': '2,696,328,972원', 'prize_amount': '37', 'winners_per_prize': '72873756.00000000'}, {'rank': '3등', 'winners': '2,696,330,032원', 'prize_amount': '1,441', 'winners_per_prize': '1871152.00000000'}, {'rank': '4등', 'winners': '3,653,100,000원', 'prize_amount': '73,062', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '6,410,395,000원', 'prize_amount': '1,282,079', 'winners_per_prize': '5000.00000000'}]",2015년 12월 19일 추첨
682,"[17, 23, 27, 35, 38, 43]",2,"[{'rank': '1등', 'winners': '16,254,854,252원', 'prize_amount': '4', 'winners_per_prize': '4063713563.00000000'}, {'rank': '2등', 'winners': '2,709,142,408원', 'prize_amount': '56', 'winners_per_prize': '48377543.00000000'}, {'rank': '3등', 'winners': '2,709,143,961원', 'prize_amount': '1,851', 'winners_per_prize': '1463611.00000000'}, {'rank': '4등', 'winners': '4,380,900,000원', 'prize_amount': '87,618', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,324,890,000원', 'prize_amount': '1,464,978', 'winners_per_prize': '5000.00000000'}]",2015년 12월 26일 추첨
683,"[6, 13, 20, 27, 28, 40]",15,"[{'rank': '1등', 'winners': '16,174,894,128원', 'prize_amount': '16', 'winners_per_prize': '1010930883.00000000'}, {'rank': '2등', 'winners': '2,695,815,720원', 'prize_amount': '45', 'winners_per_prize': '59907016.00000000'}, {'rank': '3등', 'winners': '2,695,817,696원', 'prize_amount': '2,704', 'winners_per_prize': '996974.00000000'}, {'rank': '4등', 'winners': '5,898,700,000원', 'prize_amount': '117,974', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,504,820,000원', 'prize_amount': '1,700,964', 'winners_per_prize': '5000.00000000'}]",2016년 01월 02일 추첨
684,"[1, 11, 15, 17, 25, 39]",40,"[{'rank': '1등', 'winners': '15,199,341,381원', 'prize_amount': '9', 'winners_per_prize': '1688815709.00000000'}, {'rank': '2등', 'winners': '2,533,223,590원', 'prize_amount': '62', 'winners_per_prize': '40858445.00000000'}, {'rank': '3등', 'winners': '2,533,225,344원', 'prize_amount': '1,968', 'winners_per_prize': '1287208.00000000'}, {'rank': '4등', 'winners': '4,930,350,000원', 'prize_amount': '98,607', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,115,805,000원', 'prize_amount': '1,623,161', 'winners_per_prize': '5000.00000000'}]",2016년 01월 09일 추첨
685,"[6, 7, 12, 28, 38, 40]",18,"[{'rank': '1등', 'winners': '16,438,044,381원', 'prize_amount': '11', 'winners_per_prize': '1494367671.00000000'}, {'rank': '2등', 'winners': '2,739,674,080원', 'prize_amount': '52', 'winners_per_prize': '52686040.00000000'}, {'rank': '3등', 'winners': '2,739,675,350원', 'prize_amount': '1,910', 'winners_per_prize': '1434385.00000000'}, {'rank': '4등', 'winners': '4,765,100,000원', 'prize_amount': '95,302', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,880,845,000원', 'prize_amount': '1,576,169', 'winners_per_prize': '5000.00000000'}]",2016년 01월 16일 추첨
686,"[7, 12, 15, 24, 25, 43]",13,"[{'rank': '1등', 'winners': '15,500,253,752원', 'prize_amount': '8', 'winners_per_prize': '1937531719.00000000'}, {'rank': '2등', 'winners': '2,583,375,660원', 'prize_amount': '36', 'winners_per_prize': '71760435.00000000'}, {'rank': '3등', 'winners': '2,583,377,388원', 'prize_amount': '1,863', 'winners_per_prize': '1386676.00000000'}, {'rank': '4등', 'winners': '4,551,350,000원', 'prize_amount': '91,027', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,418,650,000원', 'prize_amount': '1,483,730', 'winners_per_prize': '5000.00000000'}]",2016년 01월 23일 추첨
687,"[1, 8, 10, 13, 28, 42]",45,"[{'rank': '1등', 'winners': '16,320,175,878원', 'prize_amount': '6', 'winners_per_prize': '2720029313.00000000'}, {'rank': '2등', 'winners': '2,720,029,322원', 'prize_amount': '38', 'winners_per_prize': '71579719.00000000'}, {'rank': '3등', 'winners': '2,720,030,460원', 'prize_amount': '1,780', 'winners_per_prize': '1528107.00000000'}, {'rank': '4등', 'winners': '4,570,200,000원', 'prize_amount': '91,404', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,691,900,000원', 'prize_amount': '1,538,380', 'winners_per_prize': '5000.00000000'}]",2016년 01월 30일 추첨
688,"[5, 15, 22, 23, 34, 35]",2,"[{'rank': '1등', 'winners': '17,707,830,750원', 'prize_amount': '9', 'winners_per_prize': '1967536750.00000000'}, {'rank': '2등', 'winners': '2,951,305,159원', 'prize_amount': '53', 'winners_per_prize': '55685003.00000000'}, {'rank': '3등', 'winners': '2,951,306,505원', 'prize_amount': '2,107', 'winners_per_prize': '1400715.00000000'}, {'rank': '4등', 'winners': '4,883,800,000원', 'prize_amount': '97,676', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,053,565,000원', 'prize_amount': '1,610,713', 'winners_per_prize': '5000.00000000'}]",2016년 02월 06일 추첨
689,"[7, 17, 19, 30, 36, 38]",34,"[{'rank': '1등', 'winners': '16,252,431,377원', 'prize_amount': '7', 'winners_per_prize': '2321775911.00000000'}, {'rank': '2등', 'winners': '2,708,738,604원', 'prize_amount': '44', 'winners_per_prize': '61562241.00000000'}, {'rank': '3등', 'winners': '2,708,738,712원', 'prize_amount': '1,809', 'winners_per_prize': '1497368.00000000'}, {'rank': '4등', 'winners': '4,514,800,000원', 'prize_amount': '90,296', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,545,365,000원', 'prize_amount': '1,509,073', 'winners_per_prize': '5000.00000000'}]",2016년 02월 13일 추첨
690,"[24, 25, 33, 34, 38, 39]",43,"[{'rank': '1등', 'winners': '16,897,614,375원', 'prize_amount': '15', 'winners_per_prize': '1126507625.00000000'}, {'rank': '2등', 'winners': '2,816,269,096원', 'prize_amount': '34', 'winners_per_prize': '82831444.00000000'}, {'rank': '3등', 'winners': '2,816,269,724원', 'prize_amount': '1,772', 'winners_per_prize': '1589317.00000000'}, {'rank': '4등', 'winners': '4,398,500,000원', 'prize_amount': '87,970', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,642,360,000원', 'prize_amount': '1,528,472', 'winners_per_prize': '5000.00000000'}]",2016년 02월 20일 추첨
691,"[15, 27, 33, 35, 43, 45]",16,"[{'rank': '1등', 'winners': '17,035,780,500원', 'prize_amount': '6', 'winners_per_prize': '2839296750.00000000'}, {'rank': '2등', 'winners': '2,839,296,758원', 'prize_amount': '31', 'winners_per_prize': '91590218.00000000'}, {'rank': '3등', 'winners': '2,839,297,216원', 'prize_amount': '1,708', 'winners_per_prize': '1662352.00000000'}, {'rank': '4등', 'winners': '4,303,150,000원', 'prize_amount': '86,063', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '7,277,640,000원', 'prize_amount': '1,455,528', 'winners_per_prize': '5000.00000000'}]",2016년 02월 27일 추첨
